Country code,StateCode,StateName
LV,2,Aluksnes
LV,20,Madonas
LV,33,Ventspils
LV,27,Saldus
LV,30,Valkas
LV,18,Limbazu
LV,11,Jelgava
LV,31,Valmieras
LV,12,Jelgavas
LV,8,Dobeles
LV,28,Talsu
LV,16,Liepaja
LV,32,Ventspils
LV,22,Preilu
LV,4,Bauskas
LV,19,Ludzas
LV,17,Liepajas
LV,3,Balvu
LV,13,Jurmala
LV,5,Cesu
LV,10,Jekabpils
LV,7,Daugavpils
LV,9,Gulbenes
LV,24,Rezeknes
LV,1,Aizkraukles
LV,23,Rezekne
LV,14,Kraslavas
LY,13,Ash Shati'
LY,56,Ghadamis
LY,61,Tarabulus
LY,41,Tarhunah
LY,30,Murzuq
LY,60,Surt
LY,45,Zlitan
LY,51,An Nuqat al Khams
LY,62,Yafran
LY,48,Al Fatih
LY,42,Tubruq
LY,52,Awbari
LY,34,Sabha
LY,53,Az Zawiyah
LY,58,Misratah
LY,55,Darnah
LY,50,Al Khums
LY,59,Sawfajjin
LY,5,Al Jufrah
LY,57,Gharyan
LY,8,Al Kufrah
LY,3,Al Aziziyah
LY,47,Ajdabiya
LY,54,Banghazi
LY,49,Al Jabal al Akhdar
MA,49,Rabat Sale Zemmour Zaer
MA,50,Chaouia Ouardigha
MA,48,Meknes Tafilalet
MA,57,Tanger Tetouan
MA,55,"Souss Massa Dr,a"
MA,46,Fes Boulemane
MA,52,Gharb Chrarda Beni Hssen
MA,56,Tadla Azilal
MA,51,Doukkala Abda
MA,54,Oriental
MA,58,Taza Al Hoceima Taounate
MA,53,Guelmim Es Smara
MA,59,"La,youne Boujdour Sakia El Hamra"
MA,45,Grand Casablanca
MA,47,Marrakech Tensift Al Haouz
MC,1,La Condamine
MC,2,Monaco
MC,3,Monte Carlo
MD,91,Telenesti
MD,86,Soldanesti
MD,72,Dubasari
MD,79,Leova
MD,65,Cantemir
MD,88,Stefan Voda
MD,76,Glodeni
MD,64,Cahul
MD,66,Calarasi
MD,51,Gagauzia
MD,92,Ungheni
MD,68,Cimislia
MD,83,Rezina
MD,70,Donduseni
MD,69,Criuleni
MD,81,Ocnita
MD,73,Edinet
MD,61,Basarabeasca
MD,82,Orhei
MD,87,Soroca
MD,85,Singerei
MD,84,Riscani
MD,62,Bender
MD,58,Stinga Nistrului
MD,77,Hincesti
MD,74,Falesti
MD,90,Taraclia
MD,75,Floresti
MD,89,Straseni
MD,59,Anenii Noi
MD,57,Chisinau
MD,60,Balti
MD,67,Causeni
MD,63,Briceni
MD,78,Ialoveni
MD,71,Drochia
MD,80,Nisporeni
MG,3,Mahajanga
MG,2,Fianarantsoa
MG,1,Antsiranana
MG,4,Toamasina
MG,5,Antananarivo
MG,6,Toliara
MK,D8,Makedonski Brod
MK,62,Makedonska Kamenica
MK,71,Novaci
MK,C4,Zitose
MK,95,Staravina
MK,48,Kondovo
MK,9,Bogomila
MK,27,Dolna Banjica
MK,E7,Strumica
MK,A4,Sveti Nikole
MK,C2,Zelenikovo
MK,B4,Vinica
MK,53,Krivogastani
MK,86,Resen
MK,39,Kamenjane
MK,75,Orasac
MK,36,Ilinden
MK,E6,Struga
MK,81,Podares
MK,C5,Zletovo
MK,A3,Suto Orizari
MK,28,Dolneni
MK,2,Bac
MK,40,Karbinci
MK,4,Berovo
MK,B7,Vrapciste
MK,46,Kocani
MK,42,Kavadarci
MK,68,Murtino
MK,13,Cair
MK,A5,Tearce
MK,D7,Kumanovo
MK,B6,Vranestica
MK,55,Kuklis
MK,20,Cucer Sandevo
MK,C8,Cair
MK,49,Konopiste
MK,19,Cesinovo
MK,98,Stip
MK,E5,Dojran
MK,52,Kriva Palanka
MK,14,Capari
MK,E9,Valandovo
MK,58,Labunista
MK,A9,Vasilevo
MK,C1,Zajas
MK,5,Bistrica
MK,25,Demir Kapija
MK,8,Bogdanci
MK,93,Sopotnica
MK,7,Blatec
MK,E8,Tetovo
MK,37,Izvor
MK,38,Jegunovce
MK,76,Orizari
MK,85,Rankovce
MK,63,Makedonski Brod
MK,31,Dzepciste
MK,22,Delcevo
MK,90,Saraj
MK,60,Lozovo
MK,C9,Caska
MK,33,Gevgelija
MK,74,Ohrid
MK,51,Kratovo
MK,56,Kukurecani
MK,91,Sipkovica
MK,70,Negotino Polosko
MK,77,Oslomej
MK,67,Mogila
MK,72,Novo Selo
MK,18,Centar Zupa
MK,21,Debar
MK,32,Gazi Baba
MK,99,Struga
MK,59,Lipkovo
MK,30,Drugovo
MK,47,Konce
MK,F1,Veles
MK,92,Sopiste
MK,84,Radovis
MK,12,Brvenica
MK,A1,Strumica
MK,78,Pehcevo
MK,D2,Debar
MK,3,Belcista
MK,B1,Veles
MK,69,Negotino
MK,A8,Valandovo
MK,34,Gostivar
MK,E2,Ohrid
MK,1,Aracinovo
MK,26,Dobrusevo
MK,23,Delogozdi
MK,79,Petrovec
MK,B8,Vratnica
MK,24,Demir Hisar
MK,A6,Tetovo
MK,44,Kisela Voda
MK,C6,Zrnovci
MK,A2,Studenicani
MK,96,Star Dojran
MK,29,Dorce Petrov
MK,15,Caska
MK,11,Bosilovo
MK,64,Mavrovi Anovi
MK,A7,Topolcani
MK,61,Lukovo
MK,43,Kicevo
MK,88,Rostusa
MK,54,Krusevo
MK,94,Srbinovo
MK,83,Probistip
MK,35,Gradsko
MK,82,Prilep
MK,89,Samokov
MK,10,Bogovinje
MK,D4,Gostivar
MK,E3,Prilep
MK,57,Kumanovo
MK,17,Centar
MK,B2,Velesta
MK,D5,Jegunovce
MK,80,Plasnica
MK,87,Rosoman
MK,B5,Vitoliste
MK,16,Cegrane
MK,65,Meseista
MK,C3,Zelino
MK,D3,Demir Hisar
MK,B3,Vevcani
MK,41,Karpos
MK,6,Bitola
MK,50,Kosel
MK,73,Oblesevo
MK,45,Klecevce
MK,97,Staro Nagoricane
MK,D6,Kavadarci
MK,F2,Aerodrom
MK,B9,Vrutok
MK,66,Miravci
ML,1,Bamako
ML,9,Gao
ML,6,Sikasso
ML,8,Tombouctou
ML,10,Kidal
ML,3,Kayes
ML,4,Mopti
ML,5,Segou
ML,7,Koulikoro
MM,6,Kayah State
MM,17,Yangon
MM,11,Shan State
MM,14,Rangoon
MM,2,Chin State
MM,5,Karan State
MM,4,Kachin State
MM,10,Sagaing
MM,7,Magwe
MM,8,Mandalay
MM,13,Mon State
MM,3,Irrawaddy
MM,1,Rakhine State
MM,9,Pegu
MM,12,Tenasserim
MN,2,Bayanhongor
MN,17,Suhbaatar
MN,10,Govi Altay
MN,20,Ulaanbaatar
MN,22,Erdenet
MN,16,Selenge
MN,7,Dornogovi
MN,8,Dundgovi
MN,1,Arhangay
MN,18,Tov
MN,23,Darhan Uul
MN,15,Ovorhangay
MN,21,Bulgan
MN,6,Dornod
MN,19,Uvs
MN,3,Bayan Olgiy
MN,9,Dzavhan
MN,13,Hovsgol
MN,5,Darhan
MN,11,Hentiy
MN,24,Govisumber
MN,25,Orhon
MN,14,Omnogovi
MN,12,Hovd
MO,1,Ilhas
MO,2,Macau
MR,9,Tagant
MR,5,Brakna
MR,1,Hodh Ech Chargui
MR,4,Gorgol
MR,12,Inchiri
MR,6,Trarza
MR,2,Hodh El Gharbi
MR,10,Guidimaka
MR,8,Dakhlet Nouadhibou
MR,11,Tiris Zemmour
MR,7,Adrar
MR,3,Assaba
MS,1,Saint Anthony
MS,2,Saint Georges
MS,3,Saint Peter
MU,15,Moka
MU,22,Cargados Carajos
MU,23,Rodrigues
MU,14,Grand Port
MU,18,Port Louis
MU,20,Savanne
MU,19,Riviere du Rempart
MU,21,Agalega Islands
MU,16,Pamplemousses
MU,13,Flacq
MU,17,Plaines Wilhems
MU,12,Black River
MV,35,Gaafu Dhaalu
MV,38,Kaafu
MV,44,Raa
MV,46,Thaa
MV,34,Gaafu Alifu
MV,33,Faafu 
MV,37,Haa Dhaalu
MV,36,Haa Alifu
MV,41,Meemu
MV,30,Alifu
MV,40,Maale
MV,32,Dhaalu
MV,31,Baa
MV,42,Gnaviyani
MV,5,Laamu
MV,43,Noonu
MV,47,Vaavu
MV,1,Seenu
MV,39,Lhaviyani
MV,45,Shaviyani
MW,18,Nkhotakota
MW,24,Blantyre
MW,22,Salima
MW,4,Chitipa
MW,11,Lilongwe
MW,7,Dowa
MW,5,Thyolo
MW,6,Dedza
MW,15,Mzimba
MW,9,Kasungu
MW,16,Ntcheu
MW,3,Chiradzulu
MW,20,Ntchisi
MW,25,Mwanza
MW,2,Chikwawa
MW,12,Mangochi
MW,30,Phalombe
MW,13,Mchinji
MW,17,Nkhata Bay
MW,27,Likoma
MW,8,Karonga
MW,26,Balaka
MW,21,Rumphi
MW,28,Machinga
MW,19,Nsanje
MW,23,Zomba
MW,29,Mulanje
MX,16,Michoacan de Ocampo
MX,29,Tlaxcala
MX,21,Puebla
MX,28,Tamaulipas
MX,7,Coahuila de Zaragoza
MX,32,Zacatecas
MX,5,Chiapas
MX,4,Campeche
MX,2,Baja California
MX,14,Jalisco
MX,15,Mexico
MX,6,Chihuahua
MX,17,Morelos
MX,31,Yucatan
MX,13,Hidalgo
MX,11,Guanajuato
MX,3,Baja California Sur
MX,20,Oaxaca
MX,25,Sinaloa
MX,18,Nayarit
MX,9,Distrito Federal
MX,19,Nuevo Leon
MX,27,Tabasco
MX,8,Colima
MX,10,Durango
MX,23,Quintana Roo
MX,22,Queretaro de Arteaga
MX,24,San Luis Potosi
MX,12,Guerrero
MX,30,Veracruz Llave
MX,26,Sonora
MX,1,Aguascalientes
MY,2,Kedah
MY,4,Melaka
MY,12,Selangor
MY,11,Sarawak
MY,13,Terengganu
MY,17,Putrajaya
MY,1,Johor
MY,6,Pahang
MY,16,Sabah
MY,3,Kelantan
MY,5,Negeri Sembilan
MY,9,Pulau Pinang
MY,8,Perlis
MY,15,Labuan
MY,14,Kuala Lumpur
MY,7,Perak
MZ,1,Cabo Delgado
MZ,2,Gaza
MZ,4,Maputo
MZ,8,Tete
MZ,6,Nampula
MZ,3,Inhambane
MZ,9,Zambezia
MZ,10,Manica
MZ,11,Maputo
MZ,7,Niassa
MZ,5,Sofala
NA,39,Otjozondjupa
NA,32,Kunene
NA,30,Hardap
NA,11,Okahandja
NA,15,Owambo
NA,22,Damaraland
NA,5,Grootfontein
NA,34,Okavango
NA,37,Oshana
NA,29,Erongo
NA,10,Maltahohe
NA,36,Omusati
NA,3,Boesmanland
NA,13,Otjiwarongo
NA,1,Bethanien
NA,6,Kaokoland
NA,27,Namaland
NA,14,Outjo
NA,38,Oshikoto
NA,35,Omaheke
NA,18,Tsumeb
NA,7,Karibib
NA,23,Hereroland Oos
NA,2,Caprivi Oos
NA,25,Kavango
NA,16,Rehoboth
NA,21,Windhoek
NA,33,Ohangwena
NA,26,Mariental
NA,8,Keetmanshoop
NA,31,Karas
NA,12,Omaruru
NA,9,Luderitz
NA,24,Hereroland Wes
NA,20,Karasburg
NA,17,Swakopmund
NA,28,Caprivi
NA,4,Gobabis
NE,2,Diffa
NE,3,Dosso
NE,5,Niamey
NE,1,Agadez
NE,8,Niamey
NE,6,Tahoua
NE,4,Maradi
NE,7,Zinder
NG,57,Zamfara
NG,31,Niger
NG,50,Rivers
NG,42,Osun
NG,23,Kaduna
NG,56,Nassarawa
NG,53,Ebonyi
NG,41,Kogi
NG,35,Adamawa
NG,26,Benue
NG,32,Oyo
NG,49,Plateau
NG,16,Ogun
NG,39,Jigawa
NG,44,Yobe
NG,36,Delta
NG,52,Bayelsa
NG,47,Enugu
NG,24,Katsina
NG,22,Cross River
NG,55,Gombe
NG,25,Anambra
NG,46,Bauchi
NG,29,Kano
NG,45,Abia
NG,5,Lagos
NG,51,Sokoto
NG,48,Ondo
NG,40,Kebbi
NG,27,Borno
NG,28,Imo
NG,37,Edo
NG,43,Taraba
NG,21,Akwa Ibom
NG,54,Ekiti
NG,30,Kwara
NG,11,Federal Capital Territory
NI,14,Rio San Juan
NI,15,Rivas
NI,2,Carazo
NI,6,Granada
NI,11,Masaya
NI,9,Madriz
NI,17,Autonoma Atlantico Norte
NI,8,Leon
NI,4,Chontales
NI,16,Zelaya
NI,3,Chinandega
NI,7,Jinotega
NI,10,Managua
NI,5,Esteli
NI,13,Nueva Segovia
NI,18,Region Autonoma Atlantico Sur
NI,1,Boaco
NI,12,Matagalpa
NL,5,Limburg
NL,9,Utrecht
NL,15,Overijssel
NL,1,Drenthe
NL,3,Gelderland
NL,16,Flevoland
NL,4,Groningen
NL,11,Zuid Holland
NL,6,Noord Brabant
NL,7,Noord Holland
NL,10,Zeeland
NL,2,Friesland
NO,13,Ostfold
NO,15,Sogn og Fjordane
NO,16,Sor Trondelag
NO,6,Hedmark
NO,8,More og Romsdal
NO,9,Nordland
NO,18,Troms
NO,12,Oslo
NO,5,Finnmark
NO,19,Vest Agder
NO,20,Vestfold
NO,4,Buskerud
NO,7,Hordaland
NO,10,Nord Trondelag
NO,11,Oppland
NO,1,Akershus
NO,14,Rogaland
NO,2,Aust Agder
NO,17,Telemark
NP,13,Sagarmatha
NP,2,Bheri
NP,7,Kosi
NP,11,Narayani
NP,6,Karnali
NP,9,Mahakali
NP,1,Bagmati
NP,12,Rapti
NP,3,Dhawalagiri
NP,14,Seti
NP,5,Janakpur
NP,8,Lumbini
NP,4,Gandaki
NP,10,Mechi
NR,2,Anabar
NR,9,Ewa
NR,8,Denigomodu
NR,4,Anibare
NR,1,Aiwo
NR,13,Uaboe
NR,6,Boe
NR,11,Meneng
NR,7,Buada
NR,12,Nibok
NR,5,Baiti
NR,10,Ijuw
NR,14,Yaren
NR,3,Anetan
NZ,F8,Southland
NZ,F6,Northland
NZ,E9,Canterbury
NZ,G3,West Coast
NZ,G1,Waikato
NZ,F3,Manawatu Wanganui
NZ,F9,Taranaki
NZ,F2,Hawke's Bay
NZ,G2,Wellington
NZ,F1,Gisborne
NZ,F7,Otago
NZ,F4,Marlborough
NZ,F5,Nelson
NZ,E8,Bay of Plenty
NZ,10,Chatham Islands
NZ,E7,Auckland
OM,5,Az Zahirah
OM,6,Masqat
OM,7,Musandam
OM,1,Ad Dakhiliyah
OM,2,Al Batinah
OM,4,Ash Sharqiyah
OM,3,Al Wusta
OM,8,Zufar
PA,7,Los Santos
PA,9,San Blas
PA,5,Darien
PA,1,Bocas del Toro
PA,10,Veraguas
PA,6,Herrera
PA,3,Cocle
PA,2,Chiriqui
PA,4,Colon
PA,8,Panama
PE,14,Lambayeque
PE,12,Junin
PE,22,San Martin
PE,25,Ucayali
PE,21,Puno
PE,5,Ayacucho
PE,9,Huancavelica
PE,6,Cajamarca
PE,24,Tumbes
PE,13,La Libertad
PE,8,Cusco
PE,4,Arequipa
PE,11,Ica
PE,1,Amazonas
PE,18,Moquegua
PE,15,Lima
PE,23,Tacna
PE,17,Madre de Dios
PE,7,Callao
PE,2,Ancash
PE,3,Apurimac
PE,19,Pasco
PE,16,Loreto
PE,10,Huanuco
PE,20,Piura
PG,6,Western
PG,18,Sandaun
PG,2,Gulf
PG,15,New Ireland
PG,11,East Sepik
PG,17,West New Britain
PG,12,Madang
PG,10,East New Britain
PG,7,North Solomons
PG,20,National Capital
PG,4,Northern
PG,13,Manus
PG,3,Milne Bay
PG,9,Eastern Highlands
PG,14,Morobe
PG,16,Western Highlands
PG,19,Enga
PG,1,Central
PG,5,Southern Highlands
PG,8,Chimbu
PH,F3,Roxas
PH,E8,Palayan
PH,G6,Trece Martires
PH,8,Batanes
PH,B6,Cavite City
PH,K6,Malaybalay
PH,1,Abra
PH,H3,Negros Occidental
PH,M5,San Jose del Monte
PH,18,Capiz
PH,42,Misamis Occidental
PH,J7,Kalinga
PH,G2,Tagaytay
PH,72,Tawitawi
PH,56,Maguindanao
PH,45,Negros Occidental
PH,40,Mindoro Occidental
PH,D5,Legaspi
PH,34,Lanao del Norte
PH,K1,Las Pinas
PH,C5,Dumaguete
PH,13,Bulacan
PH,B7,Cebu City
PH,P2,Zamboanga
PH,I7,Davao del Norte
PH,C7,Gingoog
PH,G5,Toledo
PH,C8,Iligan
PH,36,La Union
PH,D9,Manila
PH,A7,Batangas City
PH,9,Batangas
PH,E1,Marawi
PH,J3,Guimaras
PH,17,Camiguin
PH,35,Lanao del Sur
PH,58,Sorsogon
PH,L9,Passi
PH,51,Pangasinan
PH,54,Romblon
PH,A3,Bago
PH,D8,Mandaue
PH,F4,San Carlos
PH,25,Davao del Sur
PH,11,Bohol
PH,B4,Caloocan
PH,21,Cebu
PH,D7,Lucena
PH,47,Nueva Ecija
PH,48,Nueva Vizcaya
PH,3,Agusan del Sur
PH,A8,Butuan
PH,2,Agusan del Norte
PH,D3,Laoag
PH,29,Ilocos Sur
PH,14,Cagayan
PH,33,Laguna
PH,E2,Naga
PH,B8,Cotabato
PH,B9,Dagupan
PH,46,Negros Oriental
PH,F2,Quezon City
PH,A5,Bais
PH,15,Camarines Norte
PH,L5,Navotas
PH,L4,Muntinlupa
PH,44,Mountain
PH,F1,Puerto Princesa
PH,39,Masbate
PH,J4,Himamaylan
PH,A9,Cabanatuan
PH,P1,Zambales
PH,C6,General Santos
PH,B3,Calbayog
PH,16,Camarines Sur
PH,68,Quirino
PH,53,Rizal
PH,H9,Biliran
PH,30,Iloilo
PH,G4,Tangub
PH,D6,Lipa
PH,C1,Danao
PH,N3,Surigao del Norte
PH,23,Eastern Samar
PH,60,Sulu
PH,71,Sultan Kudarat
PH,32,Kalinga Apayao
PH,69,Siquijor
PH,28,Ilocos Norte
PH,G3,Tagbilaran
PH,12,Bukidnon
PH,70,South Cotabato
PH,C4,Dipolog
PH,F5,San Carlos
PH,22,Basilan
PH,D4,Lapu Lapu
PH,E6,Ozamis
PH,L7,Paranaque
PH,66,Zamboanga del Sur
PH,M9,Sarangani
PH,E4,Ormoc
PH,6,Antique
PH,E5,Oroquieta
PH,10,Benguet
PH,B5,Canlaon
PH,19,Catanduanes
PH,E9,Pasay
PH,F7,San Pablo
PH,4,Aklan
PH,31,Isabela
PH,38,Marinduque
PH,49,Palawan
PH,D2,La Carlota
PH,A1,Angeles
PH,57,North Cotabato
PH,C9,Iloilo City
PH,B2,Cagayan de Oro
PH,N1,Sipalay
PH,62,Surigao del Sur
PH,E3,Olongapo
PH,61,Surigao del Norte
PH,64,Zambales
PH,7,Bataan
PH,A6,Basilan City
PH,B1,Cadiz
PH,24,Davao
PH,G8,Aurora
PH,M8,Santiago
PH,G1,Tacloban
PH,I6,Compostela Valley
PH,41,Mindoro Oriental
PH,F9,Surigao
PH,37,Leyte
PH,E7,Pagadian
PH,F6,San Jose
PH,A2,Bacolod
PH,43,Misamis Oriental
PH,67,Northern Samar
PH,M6,San Juan
PH,59,Southern Leyte
PH,20,Cavite
PH,C3,Davao City
PH,27,Ifugao
PH,65,Zamboanga del Norte
PH,D1,Iriga
PH,A4,Baguio
PH,55,Samar
PH,K5,Malabon
PH,H2,Quezon
PH,50,Pampanga
PH,C2,Dapitan
PH,5,Albay
PH,63,Tarlac
PH,F8,Silay
PH,26,Davao Oriental
PH,G7,Zamboanga
PK,8,Islamabad
PK,2,Balochistan
PK,1,Federally Administered Tribal Areas
PK,4,Punjab
PK,6,Azad Kashmir
PK,7,Northern Areas
PK,5,Sindh
PK,3,North West Frontier
PL,85,Warminsko Mazurskie
PL,84,Swietokrzyskie
PL,79,Opolskie
PL,73,Kujawsko Pomorskie
PL,82,Pomorskie
PL,81,Podlaskie
PL,74,Lodzkie
PL,77,Malopolskie
PL,80,Podkarpackie
PL,83,Slaskie
PL,75,Lubelskie
PL,72,Dolnoslaskie
PL,78,Mazowieckie
PL,76,Lubuskie
PL,86,Wielkopolskie
PL,87,Zachodniopomorskie
PS,GZ,Gaza
PS,WE,West Bank
PT,6,Castelo Branco
PT,14,Lisboa
PT,10,Madeira
PT,11,Guarda
PT,5,Braganca
PT,4,Braga
PT,2,Aveiro
PT,3,Beja
PT,13,Leiria
PT,23,Azores
PT,9,Faro
PT,17,Porto
PT,16,Portalegre
PT,19,Setubal
PT,20,Viana do Castelo
PT,7,Coimbra
PT,18,Santarem
PT,8,Evora
PT,21,Vila Real
PT,22,Viseu
PY,19,Canindeyu
PY,1,Alto Parana
PY,7,Concepcion
PY,12,Misiones
PY,6,Central
PY,15,Paraguari
PY,5,Caazapa
PY,2,Amambay
PY,4,Caaguazu
PY,16,Presidente Hayes
PY,17,San Pedro
PY,23,Alto Paraguay
PY,22,Asuncion
PY,8,Cordillera
PY,24,Boqueron
PY,13,Neembucu
PY,10,Guaira
PY,11,Itapua
QA,11,Jariyan al Batnah
QA,5,Al Wakrah Municipality
QA,9,Umm Salal
QA,12,Umm Sa'id
QA,3,Al Jumaliyah
QA,10,Al Wakrah
QA,6,Ar Rayyan
QA,1,Ad Dawhah
QA,4,Al Khawr
QA,2,Al Ghuwariyah
QA,8,Madinat ach Shamal
RO,31,Salaj
RO,33,Sibiu
RO,32,Satu Mare
RO,26,Mehedinti
RO,4,Bacau
RO,34,Suceava
RO,37,Tulcea
RO,12,Caras Severin
RO,8,Braila
RO,16,Dambovita
RO,28,Neamt
RO,18,Galati
RO,9,Brasov
RO,29,Olt
RO,19,Gorj
RO,7,Botosani
RO,14,Constanta
RO,25,Maramures
RO,15,Covasna
RO,22,Ialomita
RO,30,Prahova
RO,17,Dolj
RO,36,Timis
RO,13,Cluj
RO,2,Arad
RO,20,Harghita
RO,5,Bihor
RO,27,Mures
RO,39,Valcea
RO,42,Giurgiu
RO,40,Vrancea
RO,21,Hunedoara
RO,11,Buzau
RO,35,Teleorman
RO,41,Calarasi
RO,38,Vaslui
RO,10,Bucuresti
RO,43,Ilfov
RO,3,Arges
RO,1,Alba
RO,23,Iasi
RO,6,Bistrita Nasaud
RS,2,Vojvodina
RS,1,Kosovo
RU,88,Yaroslavl'
RU,6,Arkhangel'sk
RU,93,Zabaykal'skiy Kray
RU,5,Amur
RU,52,Novgorod
RU,4,Altaisky krai
RU,13,Chelyabinsk
RU,7,Astrakhan'
RU,17,Dagestan
RU,78,Tyumen'
RU,24,Kalmyk
RU,18,Evenk
RU,19,Ingush
RU,2,Aginsky Buryatsky AO
RU,85,Vologda
RU,63,Sakha
RU,8,Bashkortostan
RU,11,Buryat
RU,48,Moscow City
RU,67,Saratov
RU,42,Leningrad
RU,58,Perm'
RU,38,Krasnodar
RU,70,Stavropol'
RU,87,Yamal Nenets
RU,28,Karelia
RU,69,Smolensk
RU,75,Tomsk
RU,89,Yevrey
RU,1,"Adygeya, Republic of"
RU,83,Vladimir
RU,26,Kamchatka
RU,64,Sakhalin
RU,12,Chechnya
RU,39,Krasnoyarsk
RU,41,Kursk
RU,80,Udmurt
RU,34,Komi
RU,47,Moskva
RU,79,Tuva
RU,29,Kemerovo
RU,56,Orel
RU,59,Primor'ye
RU,76,Tula
RU,92,Kamchatskiy Kray
RU,55,Orenburg
RU,40,Kurgan
RU,33,Kirov
RU,46,Mordovia
RU,60,Pskov
RU,74,Taymyr
RU,57,Penza
RU,50,Nenets
RU,54,Omsk
RU,91,Krasnoyarskiy Kray
RU,15,Chukot
RU,27,Karachay Cherkess
RU,14,Chita
RU,36,Koryak
RU,9,Belgorod
RU,68,North Ossetia
RU,65,Samara
RU,10,Bryansk
RU,61,Rostov
RU,44,Magadan
RU,16,Chuvashia
RU,21,Ivanovo
RU,81,Ul'yanovsk
RU,51,Nizhegorod
RU,62,Ryazan'
RU,84,Volgograd
RU,30,Khabarovsk
RU,77,Tver'
RU,32,Khanty Mansiy
RU,23,Kaliningrad
RU,22,Kabardin Balkar
RU,72,Tambovskaya oblast
RU,73,Tatarstan
RU,45,Mariy El
RU,37,Kostroma
RU,43,Lipetsk
RU,66,Saint Petersburg City
RU,3,Gorno Altay
RU,49,Murmansk
RU,25,Kaluga
RU,53,Novosibirsk
RU,86,Voronezh
RU,20,Irkutsk
RU,90,Permskiy Kray
RU,71,Sverdlovsk
RU,31,Khakass
RW,15,Sud
RW,7,Kibungo
RW,11,Est
RW,14,Ouest
RW,9,Kigali
RW,13,Nord
RW,1,Butare
RW,12,Kigali
RW,6,Gitarama
SA,13,Ha'il
SA,19,Tabuk
SA,5,Al Madinah
SA,16,Najran
SA,20,Al Jawf
SA,8,Al Qasim
SA,14,Makkah
SA,10,Ar Riyad
SA,2,Al Bahah
SA,6,Ash Sharqiyah
SA,15,Al Hudud ash Shamaliyah
SA,11,Asir Province
SA,17,Jizan
SB,11,Western
SB,7,Isabel
SB,12,Choiseul
SB,10,Central
SB,13,Rennell and Bellona
SB,3,Malaita
SB,9,Temotu
SB,6,Guadalcanal
SB,8,Makira
SC,11,Cascade
SC,3,Anse Etoile
SC,13,Grand' Anse
SC,10,Bel Ombre
SC,23,Takamaka
SC,22,Saint Louis
SC,17,Mont Buxton
SC,20,Pointe La Rue
SC,5,Anse Royale
SC,4,Anse Louis
SC,9,Bel Air
SC,8,Beau Vallon
SC,18,Mont Fleuri
SC,19,Plaisance
SC,1,Anse aux Pins
SC,6,Baie Lazare
SC,21,Port Glaud
SC,12,Glacis
SC,2,Anse Boileau
SC,14,Grand' Anse
SC,15,La Digue
SC,16,La Riviere Anglaise
SC,7,Baie Sainte Anne
SD,35,Upper Nile
SD,30,Ash Shamaliyah
SD,52,Kassala
